EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,JobInvolvement,JobLevel,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1731,23,Male,Single,Sales,Sales Executive,Medical,4,Travel_Rarely,29,6097,12,2,No,1,2,1,4,3,1,2,5,24,3,5,5,0,5,Yes
1732,26,Male,Single,Research & Development,Manager,Marketing,2,Travel_Rarely,20,9640,18,0,No,4,4,1,2,4,2,3,8,11,2,8,8,5,8,No
1733,53,Male,Married,Research & Development,Manager,Technical Degree,1,Travel_Rarely,6,2948,11,1,No,3,3,4,3,3,1,1,3,39,5,20,5,3,16,No
1734,37,Female,Married,Research & Development,Laboratory Technician,Medical,4,Travel_Frequently,7,6618,12,1,No,2,3,2,1,4,3,2,0,19,2,19,1,2,14,No
1735,35,Female,Single,Research & Development,Research Scientist,Life Sciences,3,Travel_Frequently,5,5236,20,1,Yes,1,4,4,1,3,1,5,0,6,6,0,0,1,0,No
1736,38,Female,Single,Research & Development,Healthcare Representative,Life Sciences,4,Travel_Rarely,21,2920,11,1,Yes,3,1,3,4,3,3,3,9,14,5,5,4,5,5,No
1737,21,Male,Single,Research & Development,Research Scientist,Life Sciences,2,Travel_Rarely,18,12169,15,0,No,3,1,1,4,3,2,2,6,8,2,3,3,2,1,No
1738,50,Female,Married,Research & Development,Laboratory Technician,Human Resources,5,Travel_Rarely,23,5188,18,2,No,4,1,4,2,3,1,1,2,22,3,22,12,3,3,No
1739,44,Male,Married,Research & Development,Healthcare Representative,Human Resources,5,Travel_Frequently,12,13207,12,3,No,3,2,1,4,3,3,1,1,30,1,22,16,14,11,No
1740,24,Male,Single,Research & Development,Manager,Marketing,2,Travel_Rarely,6,1238,14,0,Yes,3,2,4,1,3,3,5,5,22,5,6,3,0,2,Yes
1741,23,Male,Married,Research & Development,Research Scientist,Medical,1,Travel_Rarely,27,1204,14,3,Yes,3,3,1,1,3,3,4,5,5,4,5,5,6,5,Yes
1742,32,Male,Married,Sales,Sales Executive,Human Resources,4,Travel_Rarely,1,11799,21,2,Yes,3,4,3,3,3,4,5,6,27,0,12,0,1,5,No
1743,35,Female,Single,Research & Development,Healthcare Representative,Life Sciences,5,Travel_Rarely,4,6552,21,0,Yes,2,4,1,3,3,3,3,4,17,5,17,10,6,16,No
1744,49,Male,Married,Research & Development,Manager,Human Resources,1,Non-Travel,19,5927,17,3,Yes,2,3,3,1,3,2,5,7,22,5,22,15,14,16,Yes
1745,28,Female,Single,Sales,Sales Representative,Life Sciences,2,Travel_Frequently,12,12164,11,2,No,2,1,3,1,4,2,3,6,23,4,10,10,11,10,No
1746,37,Female,Divorced,Research & Development,Healthcare Representative,Medical,1,Travel_Rarely,15,5390,19,3,No,2,2,4,2,3,2,4,1,33,3,19,8,9,6,Yes
1747,41,Male,Divorced,Research & Development,Manager,Marketing,2,Travel_Frequently,3,16641,13,1,No,1,4,4,2,3,3,5,0,20,2,20,1,2,1,No
1748,32,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,Non-Travel,23,7160,16,1,No,2,3,4,1,4,2,1,8,23,2,14,6,7,1,No
1749,24,Male,Married,Human Resources,Human Resources,Technical Degree,1,Travel_Rarely,27,16810,20,2,No,3,1,3,4,3,3,3,4,19,6,6,6,6,6,No
1750,38,Male,Divorced,Research & Development,Research Scientist,Life Sciences,4,Travel_Frequently,28,6126,24,2,Yes,2,1,2,3,3,3,3,4,33,1,20,17,12,15,No
1751,59,Female,Married,Sales,Manager,Human Resources,1,Travel_Rarely,26,1816,15,3,Yes,2,2,2,1,3,3,1,9,26,3,17,17,8,16,No
1752,43,Female,Single,Human Resources,Human Resources,Human Resources,2,Travel_Rarely,20,14414,14,2,No,4,2,3,4,3,4,5,3,28,4,23,6,7,10,No
1753,31,Male,Divorced,Research & Development,Research Scientist,Life Sciences,2,Travel_Rarely,28,1192,19,1,No,3,3,3,1,3,1,4,1,13,3,13,8,8,8,No
1754,54,Female,Married,Sales,Manager,Medical,1,Non-Travel,8,19160,21,1,No,2,3,4,3,3,2,2,4,35,3,6,6,7,6,Yes
1755,38,Male,Divorced,Sales,Sales Executive,Life Sciences,2,Travel_Rarely,11,4645,22,0,No,2,1,4,3,3,4,5,1,38,2,19,2,3,13,No
1756,35,Male,Married,Research & Development,Healthcare Representative,Medical,3,Travel_Frequently,16,13816,24,3,No,2,1,4,2,3,2,5,6,17,4,17,15,7,12,No
1757,22,Male,Married,Research & Development,Laboratory Technician,Marketing,3,Travel_Rarely,9,7314,19,2,No,1,4,2,2,4,4,3,8,19,0,4,4,5,4,No
1758,20,Male,Single,Research & Development,Healthcare Representative,Marketing,4,Travel_Rarely,3,19172,11,2,No,2,1,2,2,3,1,3,8,19,5,2,2,3,2,No
1759,40,Male,Married,Research & Development,Manager,Life Sciences,3,Non-Travel,5,8374,17,2,No,4,3,3,2,3,1,4,5,24,2,8,6,7,2,No
1760,43,Male,Married,Research & Development,Manager,Marketing,3,Travel_Frequently,20,4700,20,3,No,3,2,2,3,3,1,4,0,25,4,25,18,6,0,No
1761,54,Male,Divorced,Sales,Sales Representative,Human Resources,5,Travel_Rarely,14,11655,19,1,No,3,3,4,4,3,1,4,5,20,1,20,16,3,7,Yes
1762,41,Male,Single,Sales,Manager,Medical,5,Travel_Rarely,28,16129,15,2,Yes,2,4,4,4,4,3,1,4,26,5,23,15,13,12,Yes
1763,36,Male,Married,Sales,Sales Executive,Technical Degree,5,Travel_Rarely,26,10359,11,2,No,2,4,4,4,3,2,2,3,27,5,18,18,3,6,No
1764,42,Male,Divorced,Research & Development,Research Scientist,Technical Degree,5,Travel_Rarely,15,4893,18,1,No,2,2,4,1,4,2,2,5,24,2,12,12,5,12,No
1765,38,Male,Single,Sales,Manager,Marketing,2,Travel_Frequently,6,7811,15,2,No,3,3,4,2,3,2,4,5,35,6,20,18,13,5,No
1766,29,Male,Married,Research & Development,Laboratory Technician,Medical,4,Travel_Rarely,27,10288,16,0,No,3,4,1,2,3,3,3,5,33,1,11,3,4,2,No
1767,58,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,4,Travel_Rarely,26,1504,17,1,No,1,3,3,3,3,2,2,1,36,2,36,0,1,5,No
1768,50,Male,Single,Research & Development,Manager,Technical Degree,3,Travel_Rarely,4,10813,20,1,No,4,4,3,3,4,1,5,6,27,3,27,3,4,2,No
1769,21,Male,Single,Sales,Sales Representative,Human Resources,4,Travel_Rarely,8,15671,17,1,No,1,2,2,1,3,2,1,3,18,6,3,3,4,3,No
1770,59,Female,Single,Research & Development,Healthcare Representative,Human Resources,3,Travel_Rarely,19,11738,23,0,No,4,4,4,1,3,2,3,8,27,4,27,8,7,12,Yes
1771,24,Male,Single,Sales,Sales Representative,Technical Degree,4,Travel_Rarely,27,12186,24,1,No,1,3,1,4,3,4,1,9,20,1,1,1,2,1,No
1772,39,Female,Married,Research & Development,Manager,Technical Degree,1,Non-Travel,5,7773,22,3,No,3,3,4,3,3,3,5,1,21,5,21,1,2,0,No
1773,50,Male,Married,Sales,Manager,Marketing,1,Travel_Frequently,13,4816,17,3,No,1,4,4,2,4,1,2,4,5,2,5,5,6,5,No
1774,34,Male,Single,Research & Development,Healthcare Representative,Medical,4,Travel_Rarely,16,1717,25,3,Yes,4,1,2,4,3,1,1,3,25,5,10,10,1,4,No
1775,41,Male,Single,Research & Development,Healthcare Representative,Life Sciences,2,Travel_Rarely,1,12676,11,1,Yes,2,2,1,2,3,1,1,8,28,1,23,3,4,16,No
1776,51,Male,Married,Sales,Sales Executive,Medical,3,Travel_Rarely,13,5434,17,1,No,4,2,1,4,3,2,1,3,32,5,5,5,6,5,No
1777,45,Female,Divorced,Sales,Sales Executive,Life Sciences,4,Travel_Frequently,22,18042,21,1,No,2,4,3,2,3,1,5,7,33,2,10,8,1,10,No
1778,58,Male,Single,Research & Development,Manager,Technical Degree,3,Travel_Rarely,11,6057,13,0,No,3,4,4,1,3,1,3,7,26,6,13,1,1,12,No
1779,56,Female,Married,Research & Development,Laboratory Technician,Human Resources,5,Travel_Rarely,21,5994,15,3,Yes,4,1,1,4,3,4,3,5,6,2,1,0,1,1,No
1780,39,Male,Married,Research & Development,Research Scientist,Medical,4,Non-Travel,8,5234,20,2,No,1,2,3,2,3,2,5,5,21,0,21,3,3,13,Yes
1781,34,Female,Divorced,Research & Development,Manager,Human Resources,2,Travel_Rarely,25,4764,15,2,No,4,1,1,2,3,4,1,7,16,5,2,2,3,2,No
1782,51,Male,Married,Research & Development,Healthcare Representative,Medical,5,Travel_Rarely,8,12181,18,1,Yes,2,2,4,3,3,3,1,9,33,0,33,4,3,13,No
1783,23,Male,Single,Sales,Sales Representative,Other,4,Travel_Rarely,24,5637,17,0,Yes,3,4,3,4,3,2,4,8,12,6,5,5,6,5,No
1784,23,Male,Married,Sales,Manager,Medical,1,Travel_Rarely,28,3104,17,1,No,1,2,1,2,3,4,2,4,31,0,5,3,4,5,No
1785,51,Male,Single,Sales,Sales Executive,Human Resources,4,Travel_Rarely,14,10447,16,2,No,4,2,2,3,3,3,2,0,18,5,18,15,3,3,No
1786,18,Female,Married,Human Resources,Manager,Other,1,Non-Travel,13,11674,17,3,No,2,2,1,2,3,4,3,0,31,1,0,0,1,0,No
1787,27,Male,Single,Research & Development,Research Scientist,Marketing,1,Travel_Rarely,3,19991,24,2,Yes,1,1,4,4,3,3,5,1,19,3,9,9,9,9,No
1788,38,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,Travel_Rarely,4,9385,17,3,No,3,1,2,1,3,1,1,9,20,6,20,15,0,14,No
1789,22,Male,Married,Research & Development,Research Scientist,Marketing,4,Travel_Rarely,27,12999,25,3,No,1,2,1,4,3,1,2,9,26,2,0,0,1,0,No
1790,19,Female,Single,Human Resources,Human Resources,Marketing,1,Non-Travel,20,4719,15,0,Yes,3,3,1,4,3,2,5,4,35,4,1,0,1,1,No
1791,39,Male,Married,Sales,Sales Executive,Medical,3,Travel_Frequently,15,3581,15,2,No,1,1,3,2,3,4,5,3,29,6,21,14,0,2,No
1792,19,Female,Married,Research & Development,Manager,Technical Degree,5,Travel_Rarely,15,19949,14,1,No,4,4,4,2,3,4,1,0,10,0,1,1,1,1,No
1793,27,Male,Married,Research & Development,Laboratory Technician,Other,2,Travel_Rarely,27,3763,24,0,Yes,2,4,1,4,4,3,5,3,15,1,9,9,10,9,No
1794,51,Female,Single,Research & Development,Laboratory Technician,Medical,4,Travel_Rarely,21,6991,14,3,No,4,2,1,3,3,2,2,3,25,5,15,15,0,14,No
1795,33,Female,Married,Sales,Sales Representative,Life Sciences,5,Travel_Rarely,13,11531,15,2,No,4,4,1,3,3,1,4,9,29,1,15,6,7,0,No
1796,56,Female,Divorced,Research & Development,Healthcare Representative,Medical,5,Travel_Rarely,9,12064,20,1,No,3,1,4,3,3,4,2,3,28,1,28,17,14,14,No
1797,39,Male,Single,Human Resources,Manager,Other,3,Travel_Rarely,28,12312,19,0,Yes,3,3,2,2,3,3,4,0,33,5,18,12,9,10,No
1798,29,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,5,Non-Travel,25,5780,24,1,Yes,3,3,4,2,3,1,5,8,21,4,11,11,11,4,No
1799,41,Male,Divorced,Research & Development,Healthcare Representative,Medical,4,Travel_Rarely,10,5177,21,2,No,4,3,3,4,3,1,2,2,30,5,18,18,11,6,No
1800,57,Female,Divorced,Human Resources,Manager,Life Sciences,5,Travel_Rarely,29,16169,22,1,No,1,4,3,1,4,1,1,3,24,4,24,9,9,11,No
1801,55,Female,Divorced,Research & Development,Manager,Medical,4,Travel_Rarely,12,7476,16,0,Yes,1,2,4,2,4,3,5,4,35,5,15,0,1,5,No
1802,27,Male,Married,Sales,Sales Executive,Other,4,Travel_Rarely,14,19988,18,1,Yes,4,4,1,4,3,3,1,6,39,0,8,1,2,2,Yes
1803,52,Male,Divorced,Research & Development,Healthcare Representative,Life Sciences,1,Travel_Rarely,1,3382,19,2,Yes,4,2,1,4,3,1,4,5,22,4,0,0,1,0,Yes
1804,49,Female,Single,Research & Development,Manager,Technical Degree,3,Travel_Rarely,14,17915,22,0,No,2,3,2,1,3,3,3,4,25,0,18,2,2,3,No
1805,24,Male,Divorced,Research & Development,Manager,Other,2,Travel_Rarely,14,13508,24,3,No,3,1,4,3,3,1,3,7,17,6,6,6,5,6,No
1806,38,Male,Divorced,Research & Development,Laboratory Technician,Medical,1,Travel_Frequently,8,1634,14,0,No,3,4,4,4,3,1,4,0,20,4,20,11,9,4,Yes
1807,37,Female,Divorced,Human Resources,Manager,Life Sciences,2,Travel_Frequently,16,12996,22,2,Yes,4,1,1,4,3,1,3,6,33,4,15,11,10,15,No
1808,43,Female,Married,Human Resources,Human Resources,Other,4,Travel_Rarely,14,15162,23,1,No,4,3,3,4,3,3,5,5,25,5,25,19,5,0,Yes
1809,21,Female,Divorced,Research & Development,Research Scientist,Technical Degree,1,Travel_Rarely,1,17386,17,3,Yes,1,2,3,3,3,2,5,4,27,4,3,3,0,3,No
1810,39,Male,Divorced,Sales,Sales Representative,Human Resources,5,Travel_Rarely,16,15005,15,3,No,4,1,2,3,4,2,2,6,21,0,21,6,5,15,Yes
1811,32,Male,Divorced,Human Resources,Human Resources,Marketing,5,Travel_Rarely,18,9397,14,1,No,1,4,2,1,3,3,5,2,39,6,14,9,4,14,No
1812,57,Female,Single,Research & Development,Healthcare Representative,Life Sciences,2,Travel_Rarely,7,13327,22,2,No,4,1,3,2,3,4,3,0,23,5,5,5,6,5,No
1813,38,Male,Married,Sales,Sales Executive,Human Resources,4,Travel_Frequently,15,15394,17,0,No,2,1,4,3,3,3,1,8,34,2,20,5,5,0,No
1814,32,Male,Married,Human Resources,Manager,Technical Degree,2,Travel_Rarely,24,3890,13,2,Yes,2,4,2,2,3,4,2,1,12,6,5,5,6,5,Yes
1815,39,Female,Married,Research & Development,Manager,Human Resources,3,Non-Travel,17,11858,11,3,Yes,1,2,1,2,3,1,1,9,21,6,21,16,11,1,No
1816,45,Female,Single,Research & Development,Research Scientist,Medical,5,Travel_Rarely,19,9026,17,0,No,3,4,4,3,3,4,3,2,30,0,27,11,6,13,No
1817,31,Male,Divorced,Research & Development,Research Scientist,Marketing,1,Travel_Frequently,23,4306,19,0,No,2,3,1,4,3,1,1,7,18,6,13,13,1,7,Yes
1818,44,Male,Single,Research & Development,Research Scientist,Life Sciences,1,Travel_Rarely,13,1897,12,1,No,1,2,2,1,3,2,3,9,28,2,9,9,10,5,Yes
1819,58,Male,Married,Sales,Sales Representative,Other,1,Travel_Frequently,9,10277,17,2,No,4,1,3,2,4,1,5,8,29,1,29,13,0,2,No
1820,57,Male,Married,Sales,Manager,Technical Degree,5,Travel_Rarely,24,10471,20,0,No,4,4,2,4,4,4,2,2,20,5,17,10,11,15,No
1821,45,Male,Married,Research & Development,Healthcare Representative,Marketing,4,Travel_Frequently,24,15896,12,1,Yes,1,3,3,3,3,2,4,5,23,1,23,1,2,16,Yes
1822,43,Male,Single,Sales,Sales Executive,Technical Degree,5,Travel_Rarely,15,16240,23,2,Yes,3,4,4,2,3,2,3,6,29,5,8,0,1,8,No
1823,19,Male,Married,Sales,Manager,Human Resources,5,Travel_Rarely,25,15683,23,3,No,1,2,2,2,3,3,5,0,4,6,1,1,1,1,No
1824,42,Female,Divorced,Research & Development,Manager,Technical Degree,1,Travel_Rarely,26,1670,13,3,Yes,1,3,2,2,3,4,1,6,14,5,14,1,2,12,No
1825,20,Male,Single,Research & Development,Research Scientist,Technical Degree,5,Travel_Rarely,3,18889,23,2,No,2,1,2,4,4,4,5,3,20,0,2,2,3,2,Yes
1826,25,Male,Divorced,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,24,12767,20,0,Yes,1,2,4,4,3,3,1,4,10,2,7,2,2,7,No
1827,50,Female,Married,Sales,Sales Executive,Human Resources,4,Travel_Rarely,1,14006,24,0,No,1,3,1,4,3,3,1,7,23,5,8,8,5,8,No
1828,59,Male,Married,Sales,Manager,Marketing,3,Travel_Rarely,16,16768,22,3,No,4,2,1,2,4,2,1,3,27,2,8,0,1,1,No
1829,52,Female,Single,Research & Development,Research Scientist,Life Sciences,1,Travel_Rarely,8,17633,20,3,Yes,2,1,3,2,3,3,1,3,25,5,25,19,12,3,No
1830,23,Female,Divorced,Research & Development,Healthcare Representative,Human Resources,2,Travel_Rarely,29,2892,13,0,Yes,4,3,2,1,4,2,2,7,38,2,3,3,4,3,Yes
1831,56,Female,Single,Sales,Sales Representative,Marketing,3,Travel_Frequently,23,4439,22,2,No,4,4,1,1,3,4,1,4,39,1,16,16,12,16,Yes
1832,40,Male,Divorced,Research & Development,Manager,Technical Degree,4,Travel_Frequently,13,3854,23,3,No,3,4,4,4,3,3,2,5,18,0,15,0,1,0,No
1833,42,Male,Married,Sales,Sales Representative,Technical Degree,3,Travel_Rarely,8,12577,14,0,Yes,3,1,2,4,3,4,4,4,16,5,14,4,5,0,No
1834,36,Male,Single,Sales,Manager,Other,1,Travel_Rarely,17,12763,16,2,No,2,3,3,3,3,2,2,0,18,3,18,0,1,4,No
1835,22,Female,Single,Research & Development,Research Scientist,Medical,4,Travel_Frequently,22,12618,13,1,Yes,2,1,1,4,3,1,1,6,4,2,4,4,4,4,Yes
1836,28,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,2,Travel_Frequently,23,9235,23,2,No,3,1,4,1,3,1,4,5,38,2,4,4,5,4,No
1837,29,Male,Married,Human Resources,Manager,Marketing,1,Travel_Rarely,14,3618,19,0,No,3,2,4,1,3,4,5,1,27,3,11,4,1,5,No
1838,27,Female,Married,Research & Development,Manager,Other,1,Travel_Frequently,27,4163,12,2,Yes,3,4,3,1,4,2,2,6,30,0,9,1,2,9,Yes
1839,25,Male,Divorced,Research & Development,Manager,Marketing,4,Travel_Rarely,21,3942,17,0,No,3,1,1,2,3,2,5,5,7,2,7,7,8,7,No
1840,41,Female,Divorced,Research & Development,Manager,Life Sciences,4,Travel_Frequently,21,2925,16,3,No,3,2,2,2,3,1,4,4,16,0,1,1,2,1,No
1841,45,Female,Divorced,Sales,Sales Executive,Other,3,Travel_Rarely,7,3972,24,1,No,4,1,4,4,3,2,2,7,34,2,27,11,6,11,No
1842,58,Female,Divorced,Research & Development,Healthcare Representative,Marketing,2,Travel_Rarely,27,12705,25,3,No,2,1,3,3,3,2,1,4,35,6,12,12,5,12,No
1843,53,Male,Divorced,Sales,Manager,Human Resources,3,Travel_Rarely,15,11640,12,3,No,4,1,4,3,3,4,2,1,26,4,3,3,0,3,No
1844,54,Male,Married,Human Resources,Human Resources,Marketing,3,Travel_Rarely,16,11966,21,0,Yes,4,4,4,3,3,1,1,5,39,6,9,9,7,8,Yes
1845,38,Male,Married,Sales,Sales Representative,Medical,1,Travel_Rarely,19,18374,13,0,Yes,1,3,1,2,3,2,3,0,32,2,20,19,0,17,Yes
1846,25,Male,Single,Research & Development,Research Scientist,Technical Degree,4,Travel_Frequently,6,12138,16,0,No,4,4,1,1,3,4,2,4,10,4,7,1,2,1,Yes
1847,26,Female,Married,Sales,Sales Executive,Technical Degree,1,Travel_Rarely,23,19196,20,0,Yes,3,2,2,1,3,3,2,5,20,5,2,2,3,2,No
1848,32,Female,Divorced,Human Resources,Human Resources,Other,2,Travel_Rarely,1,16935,14,3,No,3,3,4,2,3,1,5,6,8,0,8,8,1,8,Yes
1849,57,Female,Married,Research & Development,Research Scientist,Marketing,3,Travel_Rarely,12,14145,11,0,No,1,2,3,3,3,4,5,1,29,2,29,10,7,17,No
1850,35,Male,Married,Research & Development,Laboratory Technician,Marketing,2,Travel_Rarely,18,1489,11,0,No,1,1,4,3,4,3,4,0,27,1,10,3,4,10,No
1851,59,Female,Married,Sales,Sales Representative,Marketing,4,Travel_Frequently,16,12748,13,3,No,1,3,3,4,4,2,1,5,34,1,34,10,11,6,No
1852,37,Male,Single,Research & Development,Laboratory Technician,Marketing,4,Travel_Frequently,12,4516,18,1,No,1,2,4,4,3,2,5,2,19,3,19,8,3,15,No
1853,23,Male,Single,Sales,Sales Executive,Medical,5,Travel_Rarely,20,7410,21,1,No,1,1,3,3,3,3,4,4,10,1,5,5,6,0,No
1854,29,Female,Divorced,Research & Development,Healthcare Representative,Human Resources,2,Travel_Rarely,13,1053,14,2,No,4,2,4,2,3,4,1,1,24,4,11,5,4,11,No
1855,19,Male,Divorced,Sales,Sales Representative,Medical,1,Travel_Rarely,8,19959,21,3,No,1,2,4,3,3,2,1,0,29,1,1,1,2,1,No
1856,24,Female,Single,Sales,Manager,Medical,2,Non-Travel,27,17999,11,0,No,4,4,2,4,4,2,1,0,24,1,6,6,7,6,No
1857,33,Male,Married,Sales,Sales Representative,Medical,3,Travel_Rarely,29,6944,18,2,Yes,2,1,1,3,3,4,3,3,15,1,15,5,6,1,Yes
1858,20,Male,Married,Research & Development,Healthcare Representative,Technical Degree,4,Travel_Rarely,26,8404,20,1,No,1,4,1,2,3,4,1,9,36,2,2,0,1,2,No
1859,20,Male,Single,Research & Development,Laboratory Technician,Medical,4,Travel_Rarely,22,1954,16,1,No,1,3,3,1,4,3,4,1,26,3,2,2,3,2,No
1860,44,Female,Divorced,Sales,Sales Executive,Marketing,2,Travel_Frequently,1,11625,11,3,Yes,4,1,4,2,3,2,1,0,25,0,6,3,4,6,No
1861,57,Male,Married,Research & Development,Research Scientist,Medical,2,Travel_Rarely,26,2629,22,0,Yes,2,4,4,2,3,4,1,5,12,3,1,1,2,1,Yes
1862,55,Female,Divorced,Research & Development,Healthcare Representative,Marketing,2,Travel_Rarely,21,11973,20,0,No,4,4,1,4,3,1,4,3,23,4,22,19,0,14,No
1863,50,Female,Married,Research & Development,Laboratory Technician,Other,3,Travel_Rarely,7,7859,20,2,No,4,3,3,2,3,3,2,9,32,2,32,19,2,2,No
1864,45,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,3,Travel_Rarely,15,9841,16,1,No,1,2,2,2,3,3,1,6,27,5,27,7,8,12,No
1865,18,Female,Married,Research & Development,Laboratory Technician,Technical Degree,1,Travel_Rarely,29,11539,11,2,No,3,2,2,4,3,3,4,5,8,2,0,0,1,0,No
1866,25,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,2,Travel_Rarely,22,13682,25,2,Yes,3,2,2,4,3,3,5,4,30,6,7,7,8,1,Yes
1867,54,Female,Divorced,Sales,Manager,Other,1,Travel_Rarely,13,4278,20,2,Yes,4,3,4,1,3,1,4,9,22,1,22,18,13,5,No
1868,49,Female,Divorced,Sales,Manager,Human Resources,5,Travel_Frequently,13,19945,20,0,No,1,4,3,3,3,3,3,1,28,1,28,7,8,5,Yes
1869,54,Male,Single,Research & Development,Healthcare Representative,Technical Degree,3,Travel_Rarely,28,7539,13,1,No,2,1,1,2,3,3,5,4,13,4,13,12,4,11,No
1870,21,Male,Divorced,Human Resources,Manager,Marketing,4,Travel_Rarely,9,17754,12,2,No,3,3,4,4,3,4,2,8,28,5,3,3,2,3,No
1871,47,Female,Single,Research & Development,Manager,Other,5,Travel_Frequently,24,1857,14,1,Yes,2,2,4,1,3,2,2,8,5,6,4,4,5,4,Yes
1872,23,Male,Single,Sales,Manager,Other,4,Travel_Frequently,15,5886,12,1,No,3,2,2,3,3,3,4,1,5,2,5,5,4,5,No
1873,36,Female,Divorced,Research & Development,Laboratory Technician,Marketing,5,Travel_Frequently,4,13945,21,2,No,1,1,3,4,3,4,4,6,24,5,18,14,14,5,Yes
1874,49,Male,Single,Research & Development,Healthcare Representative,Marketing,1,Travel_Frequently,13,8485,23,2,No,4,3,3,3,3,4,1,9,30,0,30,12,0,2,Yes
1875,26,Male,Single,Sales,Sales Representative,Technical Degree,1,Travel_Rarely,27,14680,15,3,No,2,2,2,3,3,2,1,3,21,3,8,8,1,7,No
1876,29,Male,Single,Sales,Sales Executive,Medical,3,Travel_Rarely,12,17767,14,0,No,2,3,2,2,3,4,3,2,16,2,11,10,11,10,No
1877,28,Male,Married,Research & Development,Laboratory Technician,Life Sciences,4,Travel_Rarely,5,15397,16,1,No,4,4,2,2,3,4,1,0,28,5,1,1,2,1,No
1878,33,Male,Divorced,Research & Development,Healthcare Representative,Medical,5,Non-Travel,7,11744,24,2,Yes,2,3,4,4,3,3,4,2,15,0,15,0,1,9,Yes
1879,18,Female,Single,Sales,Sales Executive,Medical,2,Travel_Rarely,8,5334,25,2,Yes,3,4,4,3,3,3,4,8,16,0,0,0,1,0,No
1880,38,Male,Divorced,Sales,Sales Representative,Human Resources,2,Travel_Rarely,5,13226,17,1,No,4,1,4,4,3,4,1,8,20,6,20,4,5,7,No
1881,47,Male,Single,Sales,Sales Executive,Life Sciences,3,Travel_Rarely,9,14440,22,2,No,3,4,1,4,3,1,3,6,31,6,27,5,3,15,No
1882,30,Male,Divorced,Research & Development,Research Scientist,Marketing,4,Travel_Frequently,14,16020,12,3,No,3,4,1,3,4,2,4,2,21,3,5,0,1,5,No
1883,51,Male,Single,Sales,Manager,Medical,2,Travel_Frequently,26,5251,12,1,No,1,1,3,4,3,4,3,2,38,0,2,2,2,2,No
1884,21,Male,Married,Sales,Sales Representative,Technical Degree,3,Non-Travel,12,13180,18,2,No,3,2,2,3,3,4,4,3,32,4,3,3,0,3,No
1885,45,Female,Married,Research & Development,Manager,Medical,3,Travel_Rarely,4,17140,23,1,No,1,1,2,3,3,1,3,6,21,0,17,8,5,8,No
1886,55,Female,Married,Sales,Sales Representative,Marketing,4,Travel_Rarely,20,1922,23,2,No,2,3,4,3,3,2,3,6,10,5,10,10,11,1,Yes
1887,48,Female,Single,Research & Development,Manager,Medical,2,Travel_Rarely,29,8957,19,2,Yes,2,1,1,3,3,4,3,1,37,6,19,5,6,8,Yes
1888,44,Male,Divorced,Sales,Sales Executive,Other,2,Travel_Rarely,8,16796,15,0,Yes,1,3,2,1,3,4,1,4,12,4,4,4,5,4,No
1889,22,Male,Single,Sales,Sales Representative,Human Resources,2,Travel_Rarely,17,2230,17,1,No,3,2,3,3,3,3,2,6,22,6,4,4,5,4,No
1890,42,Female,Married,Sales,Manager,Human Resources,1,Travel_Rarely,8,11627,23,0,No,4,3,2,2,3,4,3,6,21,6,21,17,3,10,Yes
1891,20,Male,Single,Research & Development,Manager,Medical,2,Travel_Rarely,21,11006,22,2,Yes,4,1,4,2,4,1,3,5,19,6,2,2,3,2,No
1892,50,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,5,Non-Travel,29,5933,19,1,No,1,1,4,2,3,4,4,9,32,0,15,8,4,5,No
1893,21,Female,Married,Research & Development,Laboratory Technician,Technical Degree,1,Travel_Rarely,27,15295,24,1,Yes,2,2,1,3,3,2,2,9,33,1,3,3,3,3,No
1894,42,Female,Single,Research & Development,Laboratory Technician,Life Sciences,1,Non-Travel,1,17377,11,3,No,2,1,3,2,4,2,4,7,37,0,3,2,2,3,No
1895,37,Male,Divorced,Research & Development,Research Scientist,Medical,1,Travel_Rarely,20,1203,18,3,No,4,2,3,1,3,1,4,2,28,6,14,0,0,3,No
1896,51,Male,Married,Sales,Sales Executive,Technical Degree,1,Travel_Rarely,2,17544,20,2,No,1,2,2,4,4,4,3,0,31,4,24,10,11,1,No
1897,43,Male,Divorced,Sales,Sales Representative,Other,3,Travel_Rarely,4,16899,20,2,Yes,4,1,3,3,3,4,5,2,25,0,25,0,1,6,No
1898,22,Male,Divorced,Research & Development,Manager,Technical Degree,5,Travel_Rarely,24,4748,19,2,No,3,4,2,2,3,4,2,1,17,6,4,4,5,4,Yes
